Date,IBOVESPA (BRAZIL),IPC (MEXICO),MERVAL (ARGENTINA),AEX (NETHERLANDS),ATHEX COMPOSITE (GREECE),BEL-20 (BELGIUM),BET INDEX (ROMANIA),BUX (HUNGARY),CAC 40 (FRANCE),DAX (GERMANY),FTSE MIB (ITALY),OMX HELSINKI INDEX (FINLAND),IBEX INDEX (SPAIN),OMX ICELAND (ICELAND),OMX RIGA INDEX (LATVIA),OMX S30 (SWEDEN),OMX TALLINN INDEX (ESTONIA),OMX VILNIUS INDEX (LITHUANIA),OSE ALL SHARE INDEX (NORWAY),PSI 20 INDEX (PORTUGAL),PX INDEX (CZECH),SAX INDEX (SLOVAKIA),SWISS MARKET INDEX (SWITZERLAND),SOFIX INDEX (BULGARIA),UK 100 CFD (UK),UX INDEX (UKRAINE),XU 100 (TURKEY),ALL ORDINARIES (AUSTRALIA),HSI (HONG KONG),JAKARTA COMPOSITE INDEX (INDONESIA),KLSE (MALAYSIA),KOSPI INDEX (SOUTH KOREA),NIKKEI 225 (JAPAN),NZX 50 (NEW ZEALAND),PSEI (PHILIPPINE),SET INDEX (THAILAND),SCI (CHINA),SENSEX 30 INDEX (INDIA),STI (SINGAPORE),TAIEX INDEX (TAIWAN),ATX (AUSTRIA),MOEX INDEX (RUSSIA),SHENZHEN COMPONENT (CHINA),VN INDEX (VIETNAM),Karachi100 (PAKISTAN),CSE (SRI LANKA),COLCAP (COLOMBIA),S&P LIMA (PERU),IPSA (CHILE),BIRS (BOSNIA),ISEQ (IRELAND),WIG20 (POLAND),OMXC20 (DENMARK),CROBEX (CROATIA),BELEX15 (SERBIA),JTOPI (SOUTH AFRICA),NSX (NAMIBIA),MASI (MOROCCO),TUNINDEX (TUNISIA),LSE (ZAMBIA),S&P/TSX (CANADA),NASDAQ (USA),NYSE Composite (USA),AMSE (JORDAN),TASI (SAUDI ARABIA),QE GENERAL (QATAR),ADX (UNITED ARAB EMIRATES),TA35 (ISRAEL),BSE (BAHRAIN),MSM 30 (OMAN),EGX 30 (EGYPT)
16/6/2014,54629,42596.33,7235.11,412.54,1262.31,3141.83,6861.44,18851.92,4510.05,9883.98,21976.26,7714.32,11008.2,834.22,442.36,1382.98,805.54,471.47,693.22,7194.6,1034.39,209.38,8663.59,568.24,6754.64,1222.57,776.46,5390.59,23300.67,4885.46,1871.58,1993.59,14933.29,5178.8,6758.45,1471.85,2085.98,25190.48,3290.26,9202.93,2558.379883,1493.930054,7416.990234,618.62,29651.04,6344.1,1728.28,16254.8,3841.28,691.27,4861.11,2447.01,742.28,1789.89,585.21,45803.04,1100.6,9331.72,4550.27,6033.8,15040.43,4321.1,10863.2,2150.21,9523.18,12562.54,4783.38,1397.14,1449.91,6914.64,8522.16
17/6/2014,54299,42612.57,7507.1,414.58,1258.48,3158.91,6737.76,18695.19,4536.07,9920.32,21996.4,7739.21,11058.5,834.22,447.25,1384.27,801.31,467.35,685.93,7202.49,1034.02,209.38,8667.79,564.71,6766.77,1204.87,780.16,5380.66,23203.59,4909.52,1873.45,2001.55,14975.97,5193.5,6704.93,1471.02,2066.7,25542.08,3274.44,9240.6,2561.889893,1486.380005,7331.370117,620.61,29324.6,6344.41,1719.06,16325.41,3827.68,688.76,4848.92,2464.39,741.47,1797.37,583.71,45902.25,1106.2,9319.49,4556.63,6029.72,15055.89,4337.23,10886,2139.71,9574.51,12520.36,4749.04,1398.15,1444.55,6887.87,8396.82
18/6/2014,55202,42802.05,7727.67,415.48,1270.34,3150.75,6779.37,18970.95,4530.37,9930.33,22030.34,7721.6,11112.3,832.03,441.29,1378.42,802.67,467.37,695.74,7163.59,1028.31,206.4,8657.27,557.36,6778.56,1219.39,780.93,5363.9,23181.72,4887.86,1876.58,1989.49,15115.8,5184.46,6703.13,1451.36,2055.52,25246.25,3276.8,9279.93,2567.689941,1494.280029,7297.399902,618.61,29157.98,6317.61,1722.24,16416.82,3869.3,688.64,4798.58,2462.36,744.69,1804.64,575.27,45723.15,1097,9323.27,4549.51,6033.8,15109.25,4362.84,10975.5,2139.17,9639.05,12591.32,4781.28,1398.54,1439.26,6903.24,8439.9
19/6/2014,55202,42957.31,7347.64,417.98,1286.99,3172.78,6754.27,19086.91,4563.04,10004,22216.63,7752.85,11187.8,827.6,444.26,1386.04,800.68,466.91,703.88,7196.42,1030.01,206.4,8674.37,559.74,6808.11,1226.98,790.57,5446.4,23167.73,4864.27,1881.48,1992.03,15361.16,5192.15,6699.39,1461.91,2023.74,25201.8,3269.02,9316.81,2567.689941,1495.089966,7180.319824,613.82,28674.37,6313.2,1720.16,16665.33,3893.56,688.38,4872.47,2462.36,745.49,1804.64,573.47,46273.97,1111.8,9308.34,4561.29,6034.73,15112.21,4359.33,11003.1,2138.3,9648.26,12453.76,4803.79,1404.6,1434.84,6912.97,8340.4
20/6/2014,54638,42865.72,7347.64,417.9,1305.93,3166.15,6747.78,18953.38,4541.34,9987.24,21988.08,7752.85,11155.1,828.22,445.69,1386.04,804,467.79,702.74,7098.68,1032.53,206.4,8701.61,538.9,6825.2,1215.59,784.01,5401.63,23194.06,4847.7,1885.72,1968.07,15349.42,5145.03,6730.96,1467.29,2026.67,25105.51,3258.8,9273.79,2565,1486.300049,7195.689941,607.23,28691.84,6302.45,1725.13,16641.54,3870.2,690.53,4812.92,2462.13,743.86,1817.58,574.29,46336.08,1113.1,9271.94,4592.72,6011.65,15108.97,4368.04,11018.1,2141.08,9657.41,12460.15,4803.8,1406.15,1430.12,6915.95,8315.53
23/6/2014,54210,42916.85,7985.11,415.59,1270.38,3149.1,6760.77,19072.2,4515.57,9920.92,21694.75,7782.04,11118.3,831.25,445.69,1396.08,804,470.64,704.83,7021.63,1030.7,207.25,8644.57,554.31,6800.56,1226.24,793.27,5432.73,22804.81,4842.13,1883.96,1974.92,15369.28,5126.16,6761.99,1468.7,2024.37,25031.32,3257.4,9228.35,2531.379883,1486.300049,7192.870117,609.99,28999.03,6299.35,1725.13,16636.9,3879.98,688.38,4764.54,2475.89,742.79,1804.4,574.75,46054.04,1110.3,9217.09,4595.48,6007.57,15105.63,4368.68,11014.1,2099.09,9553.56,12436.05,4709.63,1404.7,1427.76,6934.72,8305.25
24/6/2014,54280,42884.76,7912.54,415.78,1243.72,3145.44,6809.69,19018.85,4518.34,9938.08,21641.24,7697.27,11105.9,828.16,445.69,1400.37,804,470.64,701.78,6916.58,1017.59,206.87,8673.27,552.42,6787.07,1233.69,789.86,5415.11,22880.64,4862.24,1892.33,1994.35,15376.24,5121.21,6793.07,1460.92,2033.93,25368.9,3262.03,9246.2,2519.780029,1518.829956,7240.850098,612.54,29057.44,6310.87,1723.7,16490.87,3902.03,686.01,4741.71,2459.77,738.89,1796.98,571.03,45871.57,1107.4,9203.73,4609.46,6011.91,14962.37,4350.35,10922,2100.28,9522.1,12323.45,4553.31,1403.89,1427.3,6921.08,8167.43
25/6/2014,53425,42854.19,7982.72,411.93,1226.19,3115.43,6857.69,18896.69,4460.6,9867.75,21469.1,7597.47,10966.7,826.52,443.26,1380.5,803,469.27,691.08,6982.74,1007.64,206.87,8581.96,550.5,6733.62,1232.55,789.98,5386.84,22866.7,4838.98,1889.55,1981.77,15266.61,5104.54,6834.68,1468.49,2025.5,25313.74,3261.54,9242.16,2494.909912,1481.949951,7217.649902,618.1,28981.34,6321.55,1717.65,16494.35,3893.83,678.29,4713.31,2421.1,732.85,1796.98,570.02,45383.07,1089.9,9239.74,4606.83,6015.96,14974.65,4379.76,10962.9,2116.82,9581.03,12100.93,4639.41,1388.64,1430.82,6922.62,8081.75
26/6/2014,53506,42613.91,7820.5,410.81,1226.45,3128.88,6850.87,18511.02,4439.63,9804.9,21384.54,7624.67,10989,824.5,448.03,1372.38,798.33,470.55,688.91,6969.17,1004.6,206.5,8541.28,525.03,6735.12,1234.07,781.04,5446.81,23197.83,4872.42,1889.97,1995.05,15308.49,5130.15,6892.18,1477.48,2038.68,25062.67,3278.57,9320.94,2498.290039,1473.180054,7291.879883,619.91,29188.53,6328.16,1710.67,16553.74,3886.91,683.17,4722.94,2402.82,737.26,1806.18,568.19,45787.33,1095.2,9250.28,4600.67,6012.44,15030.74,4379.05,10949.5,2115.83,9569.49,11816.5,4664.77,1384.36,1432.05,6943.19,8093.75
27/6/2014,53157,42493.86,7905.1,410.86,1209.97,3129.88,6878.47,18729.39,4436.99,9815.17,21319.76,7618.61,10959.9,827.44,445.55,1379.02,797.46,471.72,690.88,6853.92,1007.95,206.5,8562.11,521.18,6757.77,1226.69,784.72,5429.14,23221.52,4845.13,1880.93,1988.51,15095,5144.25,6842.15,1483.24,2036.51,25099.92,3271.05,9306.83,2491.620117,1477.319946,7312.620117,616.85,29343.76,6267.44,1705.99,16496.01,3874.47,687.46,4723.97,2399.63,739.17,1802.86,569.51,45651.85,1095.2,9247.45,4599.33,6012.44,15094.25,4397.93,10974.4,2113.85,9513.71,11669.43,4647.57,1386.12,1427.24,6955.86,8070.76
30/6/2014,53168,42737.17,7887.33,413.15,1214.31,3127.21,7013.74,18605.78,4422.84,9833.07,21283.03,7578.48,10923.5,830.7,448.17,1376.81,802.26,471.95,690.39,6802.2,1009.24,206.5,8554.52,551.41,6743.94,1226.69,784.89,5382.03,23190.72,4878.58,1882.71,2002.21,15162.1,5141.48,6844.31,1485.75,2048.33,25413.78,3255.67,9393.07,2500.850098,1476.380005,7343.279785,615.06,29652.53,6378.62,1705.99,16662.28,3875.73,683.39,4699.94,2408.81,740.82,1791.48,569.75,45969.81,1103.4,9226.63,4595.86,6111.15,15146.01,4408.18,10979.4,2113.03,9513.02,11488.87,4551.02,1388.27,1427.61,7008.27,8162.2
1/7/2014,53171,42872.19,8060.01,415.48,1228.85,3151.82,7022.19,18494.93,4461.12,9902.41,21563.43,7628.73,11007.8,825.28,451.28,1384.36,804.56,471.87,696.04,6901.18,1000.22,206.5,8607.97,564.38,6802.92,1224.27,771.07,5366.49,23190.72,4884.83,1879.12,1999,15326.2,5146.26,6826.61,1485.75,2050.38,25516.35,3242.64,9441.92,2503.169922,1482.920044,7297.5,617.96,29701.58,6376.01,1705.14,16718.72,3871.02,685.16,4751.74,2404.83,743.36,1781.96,574.78,46481.44,1123.2,9259.46,4578.08,6111.15,15146.01,4458.65,11046.6,2116.21,9584.31,12134.14,4579.4,1384.22,1425.62,7020.45,8162.2
2/7/2014,53028,43279.48,8155.23,415.85,1247.92,3166.29,7078.09,18539.48,4444.72,9911.27,21678.58,7653.81,11016.2,819.16,454.64,1388.11,805.69,472.41,695.88,6898.73,997.32,206.5,8607.2,561.52,6816.37,1220.67,768.32,5441.71,23549.62,4908.27,1886.84,2015.28,15369.97,5149.39,6850.6,1491.81,2059.42,25841.21,3263.91,9484.96,2524.73999,1514.329956,7310.379883,620.2,29676.8,6432.52,1703.39,16766.65,3887.72,685.85,4750.55,2381.06,748.79,1774.07,578.81,46888.12,1124.7,9213.55,4574.13,6111.15,15209.79,4457.73,11050.3,2114.4,9678.51,12384.24,4806.75,1382.6,1430.56,7024.77,8142.25
3/7/2014,53874,43660.7,8146.09,419.53,1254.21,3197.43,7061.06,18612.99,4489.88,10029.43,21884.6,7745.22,11090,828.29,454.95,1409.44,808.17,475.01,701.29,6887.9,997.39,206.41,8694.32,561.64,6865.21,1212,775.29,5479.54,23531.44,4888.73,1888.69,2010.97,15348.29,5167.39,6899.31,1493.21,2063.23,25823.75,3273.15,9526.23,2536.820068,1514.469971,7335.540039,627.17,29697.79,6467.28,1705.49,16903.33,3893.48,681.56,4829.99,2375.52,750.64,1772.57,578.01,46951.4,1129.5,9218.28,4586.2,6113.7,15207.11,4485.93,11104.7,2117.9,9687.94,12376.62,4770.74,1391.87,1427.15,7053.27,8258.4
4/7/2014,54055,43518.06,8141.7,418.7,1243.8,3180.12,7015.24,18446.5,4468.98,10009.08,21559.19,7692.26,11009.4,832.48,457.63,1399.94,805.17,476.56,700.27,6831.57,958.63,205.29,8678.22,564.67,6866.05,1193.58,775.35,5511.81,23546.36,4905.83,1884.91,2009.66,15437.13,5188.91,6962.28,1495.83,2059.37,25962.06,3272.25,9510.05,2460.310059,1489.530029,7333.910156,631.02,29619.84,6477.51,1704.32,16986,3887.55,685.7,4806.41,2363,747.84,1796.43,577.18,47080.38,1132.6,9205.12,4600.13,6109.72,15214.96,4485.93,11104.7,2106.63,9752.16,12333.54,4849.47,1391.9,1425.71,7079.12,8321.53
7/7/2014,53801,43452.55,8151.95,414.12,1242.82,3159.72,6966.21,18541.25,4405.76,9906.07,21273.22,7639.8,10888.5,837.14,457.3,1397.11,805.79,477.63,699.78,6714.35,951.92,205.29,8612.77,551.08,6823.51,1214.38,789.51,5506.27,23540.92,4989.03,1892.5,2005.12,15379.44,5186.36,6999.1,1503.21,2059.93,26100.08,3291.57,9520.2,2427.790039,1513.719971,7321.52002,636.75,29528.96,6499,1701.44,16999.62,3882.17,687.15,4751.69,2378.88,743.53,1805.28,576.05,46873.42,1133.1,9312.25,4611.14,6109.72,15172.93,4451.53,11035.8,2115.03,9789.52,12382.21,4862.34,1379.37,1428.39,7126.78,8311.37
8/7/2014,53634,43403.38,8321.04,409.76,1193.3,3125.06,6912.66,18329.79,4342.53,9772.67,20700.53,7540.75,10689.1,831.12,457.06,1381.59,803.39,476.22,692.02,6510.32,933.64,209.83,8554.51,550.97,6738.45,1210.14,792.91,5498.54,23541.38,5024.71,1892.65,2006.66,15314.41,5166.08,6948.52,1507.58,2064.02,25582.11,3283.34,9530.98,2383.25,1516.75,7358.330078,636.21,29497.57,6565.81,1695.6,17082.05,3920.66,687.43,4667.1,2360.91,734.65,1790.94,578,46573.52,1131.8,9224.26,4644.95,6109.72,15137.18,4391.46,10963.2,2114.09,9779.6,12549.28,4829.15,1366.02,1433.27,7136.42,8428.73
9/7/2014,53634,43686.75,8321.04,410.49,1173.01,3127.66,6853.19,18005.86,4359.84,9808.2,20885.36,7554.94,10746.9,827.17,454.82,1379.77,804.48,475.83,692.25,6371.43,948.48,209.83,8539.71,546.79,6718.04,1225.83,794.59,5442.23,23176.07,5024.71,1891.16,2000.5,15302.65,5122.74,6903.79,1507.92,2038.61,25444.81,3275.46,9489.98,2390.550049,1513.380005,7192.709961,636.64,29477.29,6613.84,1684.34,17202.87,3974.34,686.33,4682.27,2343.39,729.81,1796.04,579.93,46343.02,1131.6,9206.53,4633.79,6114.21,15215.19,4419.03,11005.5,2117.56,9787.41,12717,4817.45,1376.3,1440.66,7152.32,8495.41
10/7/2014,54592,43474.21,8699.73,403.39,1151.48,3097.19,6803.19,17854.11,4301.26,9659.13,20488.75,7488.22,10533.6,824.72,457.79,1357.82,798.72,475.11,678.75,6105.24,943.4,208.52,8474.23,546.33,6672.37,1251.84,785.52,5454.31,23238.99,5098.01,1892.62,2002.84,15216.47,5128.01,6937.21,1518.01,2038.34,25372.75,3269.5,9565.12,2366.360107,1494.920044,7159.629883,628.78,29353.12,6668.86,1674.48,17137.38,3967.36,686.33,4646.66,2341.18,726.13,1806.76,579.3,45937.86,1119.9,9204.84,4634.04,6110.23,15114.48,4396.2,10941.3,2119.9,9803.29,12919.63,4847.14,1371.61,1441.14,7189.97,8457.23
11/7/2014,54785,43481.83,8822.08,403.61,1154.89,3089.07,6850.03,17902.46,4316.5,9666.34,20614.86,7478.82,10538.8,824.38,450.64,1362.35,800.5,475,680.87,6142.87,960.54,204.47,8468.52,539.64,6690.17,1257.79,793.64,5474.59,23233.45,5032.6,1883.15,1988.74,15164.04,5100.59,6901.09,1518.01,2046.96,25024.35,3293.73,9495.84,2379.290039,1499.819946,7206.970215,627.1,29318.06,6661.4,1684.25,17152.95,3974.45,687.8,4657.14,2372.05,729.43,1805.57,579.73,46071.09,1120.5,9229.87,4636.52,6114.21,15125.5,4415.49,10936.4,2121.55,9812.5,12881.7,4841.07,1389.98,1463.78,7190.24,8401.16
14/7/2014,55743,43967.44,8840.21,406.55,1178.38,3118.95,6947.65,18089.78,4350.04,9783.01,20697.54,7583.91,10606.3,825.95,453.09,1382.55,798.99,474.68,688.78,6181.73,961.87,204.47,8565.67,524.33,6746.14,1252.2,806.22,5495.76,23346.67,5021.06,1884.87,1993.88,15296.82,5127.87,6830.37,1529.23,2066.65,25006.98,3290.98,9520.3,2422.780029,1483.410034,7278.859863,632.54,29705.07,6699.03,1673.99,17066.87,3964.81,686.32,4702.16,2380.36,736.21,1802.85,577.5,46433.66,1128.7,9255.97,4634.21,6110.68,15171.23,4440.42,10991.5,2121.59,9808.04,12990.4,4914.23,1395.52,1461.83,7191.85,8508.98
15/7/2014,55973,43960.43,8625.28,404.01,1180.92,3115.38,6933.56,18144.25,4305.31,9719.41,20422.95,7544.99,10475.9,819.75,452.31,1372.25,802.37,475.8,690.76,6111.85,960.1,204.47,8574.32,523.99,6710.45,1254.69,812.45,5495.7,23459.96,5070.82,1884.87,2012.72,15395.16,5115.4,6834.04,1524.53,2070.36,25228.65,3291.42,9569.17,2385.649902,1475.77002,7304.410156,636.09,29683.97,6727.79,1680.12,16862.7,3964.22,682.34,4707.72,2388.34,732.92,1808.38,579.88,46627.33,1134.7,9236.79,4628.37,6080.32,15081.32,4416.39,10965.6,2128.49,9798.33,13100.44,4927.62,1396.59,1471.42,7166.9,8603.98
16/7/2014,55717,44009.23,8548.47,408.78,1190.06,3158.64,6955.19,18161.82,4369.06,9859.27,21069.97,7644.73,10668.4,823.41,455.62,1393.12,804.86,475.32,697.29,6299.5,962.05,207.63,8617.07,530.84,6784.67,1242.79,822.71,5504.47,23523.28,5113.93,1886.71,2013.48,15379.3,5114.24,6834.04,1530.42,2067.28,25549.72,3304.43,9484.73,2404.600098,1474.719971,7261.910156,637.13,29776.17,6742.56,1687,16852.04,3964.22,678.11,4764.71,2397,741.1,1822.61,581.55,46946.26,1152.1,9261.38,4638.08,6084.3,15226.34,4425.97,11017.9,2121.75,9810.81,13173.34,4985.5,1400.26,1484.12,7196.52,8593.3
17/7/2014,55637,43920.76,8341.79,404.84,1190.27,3125.3,6926.23,18026.45,4316.12,9753.88,20603.29,7613,10543.3,824.21,453.84,1376.36,801.7,476.87,694.99,6249.99,958.41,205.64,8548.08,531.06,6738.32,1224.28,817.83,5509.94,23520.87,5071.2,1883.14,2020.9,15370.26,5112.39,6867.36,1535.66,2055.59,25561.16,3306.89,9408.24,2388.379883,1440.630005,7194.740234,636.3,30177.11,6721.87,1688.55,16841.88,3946.67,678.23,4734.1,2403.13,739.81,1805.06,581.53,46642.08,1141.1,9241.21,4633.23,6084.75,15204.48,4363.45,10890.4,2112.75,9786.58,13284.65,5033.18,1401.26,1481.32,7203.87,8637.84
