Date,IBOVESPA (BRAZIL),IPC (MEXICO),MERVAL (ARGENTINA),AEX (NETHERLANDS),ATHEX COMPOSITE (GREECE),BEL-20 (BELGIUM),BET INDEX (ROMANIA),BUX (HUNGARY),CAC 40 (FRANCE),DAX (GERMANY),FTSE MIB (ITALY),OMX HELSINKI INDEX (FINLAND),IBEX INDEX (SPAIN),OMX ICELAND (ICELAND),OMX RIGA INDEX (LATVIA),OMX S30 (SWEDEN),OMX TALLINN INDEX (ESTONIA),OMX VILNIUS INDEX (LITHUANIA),OSE ALL SHARE INDEX (NORWAY),PSI 20 INDEX (PORTUGAL),PX INDEX (CZECH),SAX INDEX (SLOVAKIA),SWISS MARKET INDEX (SWITZERLAND),SOFIX INDEX (BULGARIA),UK 100 CFD (UK),UX INDEX (UKRAINE),XU 100 (TURKEY),ALL ORDINARIES (AUSTRALIA),HSI (HONG KONG),JAKARTA COMPOSITE INDEX (INDONESIA),KLSE (MALAYSIA),KOSPI INDEX (SOUTH KOREA),NIKKEI 225 (JAPAN),NZX 50 (NEW ZEALAND),PSEI (PHILIPPINE),SET INDEX (THAILAND),SCI (CHINA),SENSEX 30 INDEX (INDIA),STI (SINGAPORE),TAIEX INDEX (TAIWAN),ATX (AUSTRIA),MOEX INDEX (RUSSIA),SHENZHEN COMPONENT (CHINA),VN INDEX (VIETNAM),Karachi100 (PAKISTAN),CSE (SRI LANKA),COLCAP (COLOMBIA),S&P LIMA (PERU),IPSA (CHILE),BIRS (BOSNIA),ISEQ (IRELAND),WIG20 (POLAND),OMXC20 (DENMARK),CROBEX (CROATIA),BELEX15 (SERBIA),JTOPI (SOUTH AFRICA),NSX (NAMIBIA),MASI (MOROCCO),TUNINDEX (TUNISIA),LSE (ZAMBIA),S&P/TSX (CANADA),NASDAQ (USA),NYSE Composite (USA),AMSE (JORDAN),TASI (SAUDI ARABIA),QE GENERAL (QATAR),ADX (UNITED ARAB EMIRATES),TA35 (ISRAEL),BSE (BAHRAIN),MSM 30 (OMAN),EGX 30 (EGYPT)
15/6/2016,48914.74,45011.22,13116.16,419.55,575.52,3321.71,6519.43,26318.09,4171.58,9606.71,16513.97,7769.57,8250.8,1265.86,636.52,1304.09,991.34,511.43,647.16,4464.09,817.58,312.22,7679.49,454.02,5966.8,667.95,762.37,5230.37,20467.52,4814.82,1627.96,1968.83,15919.58,6869.55,7501.65,1434.89,2887.21,26726.34,2774.25,8606.37,2124.27002,1889.75,10173.84961,624.19,38559.87,6500.64,1303.83,13695.79,3958.12,591.17,6003.94,1772.91,926.29,1686.68,623.78,46050.02,948.1,9679.73,5466.93,4794.08,13923.45,4834.93,10297.2,2110.73,6566.68,9768.65,4340.93,1420.3,1118.26,5826.46,7414.81
16/6/2016,49411.62,45225.4,13073.38,418.51,556.48,3291.8,6463.03,25814.83,4153.01,9550.47,16351.9,7668.52,8199.9,1270.64,628.92,1278.71,973.11,507.19,631.15,4424.25,815.86,306.36,7634.66,456.49,5950.48,660.21,746.72,5231.74,20038.42,4814.39,1614.9,1951.99,15434.14,6888.57,7564.47,1411.19,2872.82,26525.46,2751.56,8572.13,2091.26001,1869.780029,10115.12012,622.54,38751.6,6435.77,1307.77,13626.08,3963.3,590.12,5899.32,1733.48,908.47,1683.02,622.22,46050.02,948.1,9637.6,5441.96,4794.08,13882.41,4844.91,10322.8,2115.19,6542.64,9791.65,4322.18,1408.68,1116.93,5808.07,7420.39
17/6/2016,49533.84,45306.22,13073.38,421.77,586.55,3339.69,6487.63,26242.5,4193.83,9631.36,16923.29,7703.48,8362,1270.64,631.32,1298.38,971.62,508.44,648.59,4519.19,831.21,308.52,7713.61,456.73,6021.09,665.46,754.31,5248.28,20169.98,4835.14,1624.18,1953.4,15599.66,6847.07,7622.07,1421.32,2885.11,26625.91,2763.42,8568.08,2139.810059,1877.069946,10182.53027,615.75,38776.94,6465.99,1308.41,13644.84,3976.86,587.7,5991.51,1754.45,915.01,1678.85,619.92,46136.89,955.1,9649.6,5425.96,4780.22,13901.77,4800.34,10347.9,2108.07,6542.4,9805.61,4524.41,1413.14,1112.78,5807.51,7337.97
20/6/2016,50329.36,45779.66,13073.38,436.5,586.55,3432.18,6487.63,26563.59,4340.76,9962.02,17353.45,7922.22,8647.1,1279.64,634.33,1340.29,963.55,509.53,662.21,4665.36,838.94,308.3,7900.22,458.22,6204,665.46,775.23,5335.57,20510.2,4863.53,1634.23,1981.12,15965.3,6869.54,7665.33,1421.99,2888.81,26866.92,2800.87,8625.92,2192.899902,1902.699951,10221.84961,624.19,38469.82,6461.12,1316.2,13645,3980.95,585.42,6263.94,1793.83,934.03,1683.25,617.58,47015.52,983.2,9601.36,5420.07,4780.95,14015.14,4837.21,10450,2110.32,6558.92,9825.25,4481.04,1430.39,1115.42,5784.47,7203.64
21/6/2016,50837.8,45705.42,13681.29,440.39,608.29,3452.78,6503.22,26811.37,4367.24,10015.54,17431.17,7938.23,8667.3,1291.75,634.97,1344.59,964.48,509.71,660.79,4631.56,842.31,307.44,7935.75,458.8,6226.55,670.08,775.31,5353.25,20668.44,4878.71,1637.69,1982.7,16169.11,6839.4,7767.23,1430.8,2878.56,26812.78,2789.45,8684.85,2200.52002,1904.02002,10131.86035,626.97,38415.31,6446.88,1323.65,13636.01,3989.21,585.93,6253.8,1802.61,939.69,1682.35,619.9,46912.03,986.9,9632.82,5422.08,4780.22,14012.32,4843.76,10490.8,2108.57,6553.01,9919.32,4503.49,1428.63,1115.42,5788.38,7250.92
22/6/2016,50156.3,45806.16,13742.29,441.25,611.63,3452.83,6500.53,26789.35,4380.03,10071.06,17323.27,7972.05,8702,1283.17,625.82,1354.6,972.68,509.59,665.88,4621.03,852.05,307.44,7972.14,460.83,6261.19,664.53,772.67,5349.53,20795.12,4896.85,1637.69,1992.58,16065.72,6781.74,7756.37,1424.68,2905.55,26765.65,2786.13,8684.5,2213.77002,1896.699951,10297.98047,624.18,38149.26,6420.8,1326.25,13616.49,3993.43,580.63,6290.58,1823.03,939.69,1682.35,620.4,47475.23,1010.9,9540.38,5414.15,4780.22,14003.81,4833.32,10473.1,2106.25,6532.42,9919.41,4497.85,1433.58,1112.59,5788.73,7156.49
23/6/2016,51559.82,46145.92,14242.85,449.86,617.69,3498.04,6495.34,26924.09,4465.9,10257.03,17966.17,8024.21,8885.3,1289.75,625.82,1360.73,972.68,509.81,670.24,4689.96,855.26,312.87,8023.05,461.6,6338.1,661.69,779.9,5358.57,20868.34,4874.31,1639.98,1986.71,16238.35,6821.36,7729.78,1436.4,2891.96,27002.22,2793.85,8616.82,2242.110107,1919.27002,10255.26953,626.5,38237.89,6398.06,1329.58,13771.85,4022.23,568.45,6371.03,1853.71,960.1,1681.08,619.07,47453.53,1014.4,9570.06,5391.5,4780.22,14131.38,4910.04,10641.2,2106.81,6550.97,9966.35,4499.73,1432.64,1118.97,5796.93,7253.31
24/6/2016,50105.26,44885.82,13924.54,424.2,534.78,3274.19,6267.63,25724.91,4106.73,9557.16,15723.81,8024.21,7787.7,1241.14,625.82,1360.73,972.68,509.81,650.72,4362.11,819.58,312.9,7747.18,456.37,6138.69,658.66,753.66,5192.83,20259.13,4834.57,1634.05,1925.24,14952.02,6667.78,7629.72,1413.19,2854.29,26397.71,2735.39,8476.99,2084.219971,1884.410034,10147.7002,612.69,37389.88,6370.11,1317.71,13487.69,3965.17,567.34,5878.23,1769.67,929.68,1653.32,608.03,45570.39,966.6,9603.16,5348.96,4780.22,13891.88,4707.98,10183.5,2093.29,6478.6,9842.85,4416.68,1387.2,1111.14,5762.21,6851.61
27/6/2016,49245.53,44282.03,13773.94,411.62,519.33,3141.13,6270.09,25390.23,3984.72,9268.66,15103.58,7395.43,7645.5,1213.4,617.4,1246.1,955.95,500.61,631.21,4260.13,790.09,312.9,7594.49,453.99,5982.2,658.66,751.61,5216.23,20227.3,4836.05,1629.52,1926.85,15309.21,6686.93,7715.9,1424.31,2895.7,26402.96,2729.85,8453.63,1988.400024,1841.72998,10377.57031,614.42,37039.57,6318.21,1302.39,13395.2,3965.17,567.34,5296.74,1732.19,901.5,1649.57,600.03,44142.75,924.8,9491.13,5329.26,4780.95,13689.79,4594.44,9973.5,2090.74,6464.84,9816.75,4434.23,1382.34,1112.69,5763.82,6903.81
28/6/2016,50006.56,44714.54,14141.52,417.51,538.65,3209.49,6430.21,26226.84,4088.85,9447.28,15601.62,7594.13,7835,1235.28,619.17,1278.52,969.26,503.35,646.17,4358.46,806.43,312.25,7773.8,453.94,6140.39,658.66,769.29,5179.65,20172.46,4882.17,1634.04,1936.22,15323.14,6716.58,7666.69,1437.42,2912.56,26524.55,2756.53,8583.23,2027.949951,1857.22998,10463.4502,614.31,37076.63,6307.4,1303.28,13533.99,3936.03,568.45,5446.45,1751.81,922.3,1663.05,604.59,45107.14,950.3,9545.11,5310.74,4763.38,13842.69,4691.87,10161.2,2088.17,6480.32,9867.94,4407.16,1392.25,1114.11,5761.32,6931.94
29/6/2016,51001.91,45466.37,14608.29,430.08,541.88,3297.76,6485.88,26383.32,4195.32,9612.27,15946.93,7788.82,8105.3,1238.71,620.91,1309.57,978.65,508.3,661.11,4440.02,808.21,312.25,7978.96,451.47,6360.06,658.35,767.12,5221.01,20436.12,4980.1,1642.21,1956.36,15566.83,6804.21,7798.53,1442.66,2931.59,26740.39,2792.73,8608.92,2076.959961,1888.150024,10460.96973,621.39,37786.57,6290.89,1311.52,13533.99,3978.49,578.42,5588.54,1756.2,946.74,1666.82,603.09,45732.46,963.9,9501.78,5300.72,4757.29,14036.74,4779.24,10350.5,2093.34,6500.42,9877.75,4417.03,1399.53,1118.16,5779.59,6942.52
30/6/2016,51526.93,45966.49,14683.49,435.88,542.12,3345.63,6495.34,26325.6,4237.48,9680.09,16197.78,7903.81,8163.3,1244.6,620.68,1323.58,980.37,510.69,665.72,4453.66,816.91,312.74,8020.15,455.55,6504.33,674.57,768.17,5310.41,20794.37,5016.65,1654.08,1970.35,15575.92,6897.53,7796.25,1444.99,2929.61,26999.72,2840.93,8707.33,2095.959961,1891.089966,10489.99023,621.79,37783.54,6283.27,1313.18,13856.9,3995.91,587.58,5642.49,1750.69,957.58,1675.95,604.7,45974.31,979,9505.98,5289.98,4753.24,14064.54,4842.67,10489.8,2091.35,6499.88,9885.22,4497.64,1397.95,1118.37,5777.31,6942.52
1/7/2016,52233.04,46213.27,15111.69,438.85,544.76,3363.98,6487.06,26328.67,4273.96,9776.12,16295.78,8031.77,8268.9,1242.05,625.26,1340.26,981.59,508.7,675.6,4490.7,824.43,312.74,8085.21,454.45,6577.83,688.65,779.52,5327.04,20794.37,4971.58,1646.22,1987.32,15682.48,6926.23,7830.35,1444.99,2932.48,27144.91,2846.37,8738.24,2104.209961,1896.619995,10458.42969,626.34,37783.54,6287.09,1312.98,13968.39,4029.51,587.03,5749.96,1744.56,971.24,1679.48,604.47,46015.54,985.9,9512.71,5309.51,4753.24,14064.54,4862.57,10515.8,2093.45,6499.88,9924.47,4549.42,1412.91,1131.04,5812.32,6981.72
4/7/2016,52568.66,46201.33,15229.31,435.12,539.81,3337.73,6478.4,26268.11,4234.86,9709.09,16012.31,7972.51,8255.9,1233.04,635.44,1325.54,981.81,511.2,673.43,4492.98,826.29,312.74,8056.71,450.63,6522.26,730.82,783.88,5365.2,21059.2,4971.58,1654.84,1995.3,15775.8,6940.95,7846.54,1454.56,2988.6,27278.76,2870.56,8760.58,2082.689941,1907.47998,10609.86035,633.57,37966.76,6254.77,1312.98,14034.84,4029.17,560.29,5669.76,1724.5,968.98,1685.49,610.15,46027.48,984.7,9573.62,5336.93,4753.24,14258.87,4862.57,10515.8,2102.86,6499.88,9980.11,4575.84,1413.86,1142.76,5811.82,7182.8
5/7/2016,51842.27,45819.6,14806.78,430.41,527.16,3283.98,6514.63,26425.87,4163.42,9532.61,15780.16,7802.51,8067.6,1234.86,623.58,1303.01,983.1,515.04,662.03,4392.24,826.29,312.74,7941.67,451.03,6545.37,720.66,783.88,5312.82,20750.72,4971.58,1650.71,1989.85,15669.33,6970.99,7808.13,1450.07,3006.39,27166.87,2864.67,8599.47,2026.040039,1895.640015,10602.76953,636.27,37966.76,6280.39,1303.46,13790.5,4018.07,560.29,5522.29,1715.95,955.28,1693.96,609.17,45330.93,961.7,9620.44,5336.93,4753.24,14219.57,4822.9,10409.5,2102.86,6499.88,9964.26,4575.84,1405.03,1152.49,5811.82,7182.8
6/7/2016,51901.81,45304.75,14691.12,422.18,529.65,3236.01,6436.34,26491.02,4085.3,9373.26,15423.79,7727.08,7926.2,1248.13,628.44,1284.58,988,515.04,656.71,4335.24,826.29,305.3,7898.21,452.59,6463.59,699.3,783.88,5284.71,20495.29,4971.58,1650.71,1953.12,15378.99,6977.23,7808.13,1452.59,3017.29,27166.87,2864.67,8647.64,2022.959961,1879.420044,10641.65039,636.18,37966.76,6280.39,1310,13808.9,3994.96,551.43,5425.58,1689.92,935.48,1695.83,606.03,44501.22,938.1,9620.44,5336.93,4753.24,14231.06,4859.16,10441.6,2102.86,6499.88,9964.26,4575.84,1398.1,1152.49,5811.82,7182.8
7/7/2016,52014.66,45394.37,14689.61,426.33,531.64,3257.77,6478.5,26970.45,4117.85,9418.78,15436.16,7789.2,8008.2,1250.42,632.35,1305.33,986,519.57,674.66,4387.89,814.58,309.75,7964.23,454.06,6533.79,704.42,783.88,5310.99,20706.92,4971.58,1650.71,1974.08,15276.24,7007.52,7753.46,1456.72,3016.85,27201.49,2862.17,8640.91,2043.280029,1882.410034,10620.58008,644.52,37966.76,6310.69,1301.76,13775.73,3997.71,551.43,5495.06,1713.51,952.47,1713.26,603.19,44802.53,959.1,9620.44,5336.93,4750.65,14134.46,4876.81,10414,2102.86,6499.88,9964.26,4575.84,1412.44,1152.49,5811.82,7182.8
8/7/2016,53140.74,45744.29,14689.61,433.77,537.1,3319.64,6477.38,27026.3,4190.68,9629.66,16066.38,7930.65,8185.9,1251.47,632.21,1326.21,988.15,523.41,675.16,4455.87,811.26,306.4,8037.94,450.98,6590.64,699.19,780.19,5315.55,20564.17,4971.58,1644.54,1963.1,15106.98,7000.1,7771.52,1455.65,2988.09,27126.9,2847.04,8640.91,2074.110107,1894.349976,10611.7998,643.56,37966.76,6366.31,1297.64,14052.08,4024.96,555.86,5580.42,1705.43,961.6,1723.79,602.98,44920.65,960,9620.44,5347.13,4750.65,14259.84,4956.76,10571.8,2102.72,6555.87,9964.26,4568,1431.8,1152.49,5816.26,7517.43
11/7/2016,53960.11,46177.61,14977.3,440.75,548.09,3361.17,6490.11,27418.06,4264.53,9833.41,16260.64,8073,8305.1,1264.56,627.98,1350.09,989.43,520.54,684.77,4552.46,820.31,306.61,8117.11,451.08,6682.86,708.81,792.35,5417.54,20880.5,5069.02,1653.87,1988.54,15708.82,7062.45,7865.27,1468.39,2994.92,27626.69,2876.14,8786.47,2110.52002,1913.119995,10594.82031,636.02,38367.96,6372.24,1306.76,14149.25,4034.24,555.33,5688.93,1745.43,975.9,1713.64,604.58,45683.33,990.1,9584.16,5390.34,4750.65,14361.88,4988.64,10627.2,2098.01,6570.34,10105.52,4540.27,1434.91,1156.45,5820.34,7506.18
12/7/2016,54256.41,46432.7,15100.58,445.44,551.92,3393.52,6533.44,27396.22,4331.38,9964.07,16721,8132.34,8506,1270.28,631.39,1354.51,991.13,521.98,682.63,4590.9,827.31,308.79,8143.13,453.06,6680.69,717.34,811.42,5433.22,21224.74,5099.53,1653.97,1991.23,16095.65,7079.46,7937.95,1474.92,3049.38,27808.14,2901.82,8841.46,2164.290039,1938.359985,10757.84961,641.58,39031.62,6401.31,1320.3,14227.54,4059.87,555.33,5753.08,1754.38,978.09,1720.72,606.25,46056.81,1009.1,9609.12,5398.88,4750.65,14477.67,5022.82,10726.8,2098.41,6625.78,10140.79,4542.74,1444.56,1166.72,5848.89,7457.5
13/7/2016,54598.29,46271.97,15145.15,444.45,559.72,3390.32,6577.9,27192.32,4335.26,9930.71,16527.89,8220.83,8473.9,1283.68,626.7,1356.35,988.44,526.95,684.98,4554.94,826.17,308.79,8142.33,453.47,6670.4,714.99,813.22,5470.31,21322.37,5133.93,1660.39,2005.55,16231.43,7064.32,7944.02,1477.61,3060.69,27815.18,2910.65,8855.82,2136.23999,1935.880005,10853.55957,656.89,39049.46,6402.78,1325.79,14308.27,4048.02,549.93,5781.76,1744.15,975.78,1719.48,607.16,46288.18,1008.9,9677.89,5397.18,4750.65,14493.8,5005.73,10734.2,2097.8,6691.23,10319.74,4574.13,1449.26,1174.44,5915.46,7559.87
14/7/2016,55480.87,46498.51,15469.65,448.19,562.84,3418.44,6581.89,27163.42,4385.52,10068.3,16797.52,8260.19,8552.3,1281.36,626.44,1364.92,996.71,527.1,686.43,4584.95,844.9,308.79,8174.02,451.47,6654.47,711.8,825.9,5491.82,21561.06,5083.54,1654.78,2008.77,16385.89,7080.33,7956.14,1488.69,3054.02,27942.11,2906.92,8866.36,2211.659912,1942.459961,10854.13965,651.14,39257,6401.9,1332.85,14454.68,4074.97,544.14,5844.94,1745.34,973.91,1719.41,609.62,46273.49,1013.9,9793.21,5385.98,4746.7,14514.52,5034.06,10786.6,2104.08,6661.65,10428.67,4576.73,1460.97,1172.8,5859.96,7583.06
15/7/2016,55578.24,46713.43,15643.26,447.51,557.36,3410.91,6604.84,27065.97,4372.51,10066.9,16748.59,8242.68,8531,1280.68,630.54,1372.8,1005.08,523.19,687.54,4561.75,863.55,311.61,8156.26,450.1,6669.24,718.13,828.25,5510.1,21659.25,5110.18,1668.4,2017.26,16497.85,7072.88,8030.06,1492,3054.3,27836.5,2925.35,8949.85,2219.139893,1940.849976,10823.20996,653.63,39188.47,6422.69,1339.6,14412.62,4098.61,544.14,5790.94,1759.41,970.28,1724.23,616.38,46454.35,1020.9,9794.68,5383.81,4746.7,14482.42,5029.59,10773.1,2107.61,6680.79,10418.83,4597.45,1459.65,1164.92,5871.8,7599.64
18/7/2016,56484.21,46961.25,15999.1,448.32,555.26,3412.47,6623.55,27088.22,4357.74,10063.13,16762.73,8240.14,8524.4,1278.19,630.63,1368.25,1011.32,525.28,684.24,4575.89,870.26,311.61,8161.6,450.64,6695.42,713.94,769.58,5538.9,21803.18,5127.5,1670.84,2021.11,16497.85,7105.95,7986.25,1492,3043.56,27746.66,2928.76,9008.21,2220.01001,1936.069946,10762,662.29,39253.25,6415.81,1339,14543.67,4112.28,552.31,5817.57,1788.12,971.16,1723.94,611.02,46431.44,1019.6,9784.18,5379.65,4746.7,14532.4,5055.78,10793.2,2112.57,6681.97,10585.08,4586.05,1458.29,1164.03,5843.77,7628.64
