Date,IBOVESPA (BRAZIL),IPC (MEXICO),MERVAL (ARGENTINA),AEX (NETHERLANDS),ATHEX COMPOSITE (GREECE),BEL-20 (BELGIUM),BET INDEX (ROMANIA),BUX (HUNGARY),CAC 40 (FRANCE),DAX (GERMANY),FTSE MIB (ITALY),OMX HELSINKI INDEX (FINLAND),IBEX INDEX (SPAIN),OMX ICELAND (ICELAND),OMX RIGA INDEX (LATVIA),OMX S30 (SWEDEN),OMX TALLINN INDEX (ESTONIA),OMX VILNIUS INDEX (LITHUANIA),OSE ALL SHARE INDEX (NORWAY),PSI 20 INDEX (PORTUGAL),PX INDEX (CZECH),SAX INDEX (SLOVAKIA),SWISS MARKET INDEX (SWITZERLAND),SOFIX INDEX (BULGARIA),UK 100 CFD (UK),UX INDEX (UKRAINE),XU 100 (TURKEY),ALL ORDINARIES (AUSTRALIA),HSI (HONG KONG),JAKARTA COMPOSITE INDEX (INDONESIA),KLSE (MALAYSIA),KOSPI INDEX (SOUTH KOREA),NIKKEI 225 (JAPAN),NZX 50 (NEW ZEALAND),PSEI (PHILIPPINE),SET INDEX (THAILAND),SCI (CHINA),SENSEX 30 INDEX (INDIA),STI (SINGAPORE),TAIEX INDEX (TAIWAN),ATX (AUSTRIA),MOEX INDEX (RUSSIA),SHENZHEN COMPONENT (CHINA),VN INDEX (VIETNAM),Karachi100 (PAKISTAN),CSE (SRI LANKA),COLCAP (COLOMBIA),S&P LIMA (PERU),IPSA (CHILE),BIRS (BOSNIA),ISEQ (IRELAND),WIG20 (POLAND),OMXC20 (DENMARK),CROBEX (CROATIA),BELEX15 (SERBIA),JTOPI (SOUTH AFRICA),NSX (NAMIBIA),MASI (MOROCCO),TUNINDEX (TUNISIA),LSE (ZAMBIA),S&P/TSX (CANADA),NASDAQ (USA),NYSE Composite (USA),AMSE (JORDAN),TASI (SAUDI ARABIA),QE GENERAL (QATAR),ADX (UNITED ARAB EMIRATES),TA35 (ISRAEL),BSE (BAHRAIN),MSM 30 (OMAN),EGX 30 (EGYPT)
24/8/2015,44336.47,41471.47,9833.2,419.68,568.38,3265.59,6838.37,20778.29,4383.46,9648.43,20450.43,7557.45,9756.6,1146.54,423.65,1428.08,850.64,478.47,593.99,4981.26,946.34,256.57,8468.89,453.47,5898.87,976.8,713.42,5014.18,21251.57,4163.73,1532.14,1829.81,18540.68,5607.31,6791.01,1301.06,3209.91,25741.56,2843.39,7466.53,2207.689941,1634.140015,10970.29004,558.92,33100.34,7331.09,1150.78,9752.81,3615.99,701.54,5861.99,2056.38,893.25,1731.51,644.61,42149.24,994.8,9430.08,5552.39,5851.23,13052.74,4526.25,9789.9,2103.47,7024.6,10572.5,4264.8,1568.68,1304.51,5736.02,6654.06
25/8/2015,44544.86,42010.89,9777.73,436.68,621.7,3392.12,7049.92,21389.35,4564.86,10128.12,21649.69,7881.31,10115.4,1161.48,429.29,1483.35,869.72,483.14,610.21,5215.97,989.62,254.15,8758.79,458.28,6081.34,962.63,735.1,5143.82,21404.96,4228.5,1563.94,1846.63,17806.7,5613.29,6830.34,1323.88,2964.97,26032.38,2886.29,7620.61,2287.699951,1658.130005,10197.94043,561,33798.8,7231.58,1149.53,9782.62,3666.4,702.34,6094.72,2070.56,924.45,1739.97,634.34,43439.05,1032.2,9316.01,5521.28,5830.07,13150.93,4506.49,9692.4,2091.59,7543.05,10905.73,4334.17,1609.16,1303.97,5760.29,6836.95
26/8/2015,46038.08,42323.04,10290.17,428.73,622.72,3346.19,7000.06,21190.85,4501.05,9997.43,21473.81,7807.04,9984.5,1163.54,430.85,1458.2,867.15,484.53,615.04,5164.19,984.85,254.6,8548.75,459.64,5979.2,963.29,736.16,5178.9,21080.39,4237.73,1580.37,1894.09,18376.83,5577.78,6867.92,1320.08,2927.29,25714.66,2873,7807.04,2266.669922,1660.949951,9899.719727,574.88,33537.42,7240.1,1152.87,9770.21,3677.4,702.04,6115.53,2074.49,916.17,1736.51,636.87,42854.06,1020,9252.66,5532.2,5830.07,13381.59,4697.54,9979.7,2090.24,7384.46,10957.62,4329.94,1591.19,1303.34,5782.04,6873.49
27/8/2015,47715.27,43452.36,10922.85,443.36,627.02,3443.67,7107.66,21511.15,4658.18,10315.62,22201.24,8014.2,10290.2,1174.46,432.44,1502.86,882.77,488.49,626.46,5305.4,1007.91,258.11,8812.58,457.41,6192.03,972.08,748.13,5242.64,21838.54,4430.63,1601.7,1908,18574.44,5634.94,7022.09,1358.03,3083.59,26231.19,2945.43,7824.55,2349.449951,1695.219971,10254.34961,581.51,33961.29,7273.14,1198.78,10257.31,3792.66,702.79,6332.15,2117.83,947.51,1750.49,637.77,43624.98,1033.1,9325.59,5513.96,5830.07,13766.67,4812.71,10230.5,2094.38,7604.32,11295.46,4461.09,1596.56,1302.29,5816.8,7078.83
28/8/2015,47153.87,43290.86,10961.5,445.96,633.81,3461.33,7038.1,21333.9,4675.13,10298.53,21993.74,8013.79,10352.9,1175.94,435.48,1509.71,879.55,490.61,635.03,5286.23,1012.59,258.09,8785.1,454.12,6247.94,980.35,746.42,5274.7,21612.39,4446.2,1612.74,1937.67,19136.32,5670.48,7098.81,1365.94,3232.35,26392.38,2955.94,8019.18,2335.889893,1719.160034,10800,597.81,34447.47,7350.52,1217.95,10482.15,3798.99,702.79,6309.18,2145.12,944.02,1750.7,637.75,44383.74,1046.4,9307.37,5494.04,5830.07,13865.07,4828.32,10242.1,2109.19,7690.4,11339.5,4453.62,1605.09,1301.08,5904.44,7055.28
31/8/2015,46625.52,43721.96,11032.87,445.03,624.2,3463.12,7014.2,21395.95,4652.95,10259.46,21941.92,7942.81,10259,1179.32,437.99,1501.07,876.12,490.92,634.48,5261.15,1024.05,254.57,8824.56,459.44,6247.94,979.78,752.1,5222.08,21670.58,4509.61,1612.74,1941.49,18890.48,5656.25,7098.81,1382.41,3205.99,26283.09,2921.44,8096.29,2325.110107,1733.170044,10549.16016,586.23,34726.51,7306.94,1246.59,10340.49,3840.21,701.93,6405.97,2163.71,944.21,1738.18,634.04,44350.11,1037.4,9345.7,5488.32,5826.42,13859.12,4776.51,10176.5,2097.59,7522.47,11563.56,4493.93,1578.48,1299.24,5871.6,7252.43
1/9/2015,45477.06,42911.51,10736.51,433.53,621.51,3387.69,6962.14,21122.94,4541.16,10015.57,21451.37,7764.84,9992.8,1176.77,436.75,1469.87,869.69,485.3,623.07,5126.86,997.03,254.57,8621.27,459.98,6058.54,972.39,735.7,5117.08,21185.43,4412.46,1609.21,1914.23,18165.69,5654.99,7086.86,1362.39,3166.62,25696.44,2882.77,8017.56,2278.110107,1697.98999,10162.51953,583.61,34456.34,7298.75,1210.78,10202.09,3786.22,701.93,6260.35,2115.75,922.58,1737.21,636.3,42979.77,1000.7,9233.16,5432.69,5826.42,13481.9,4636.1,9874.7,2088.42,7438.43,11415.09,4375.24,1563.06,1299.01,5804.81,7203.86
2/9/2015,46463.96,42969.93,10800.18,433.56,626.46,3410.4,7012.6,21173.05,4554.92,10048.05,21612,7812.21,9938.3,1180.15,432.55,1471.51,873.95,486.44,623.3,5088.02,1001.86,257.04,8626.34,455.25,6083.31,974.9,736.56,5119.45,20934.94,4401.29,1590.19,1915.22,18095.4,5590.21,7072.46,1372.45,3160.17,25453.56,2878.13,8035.29,2261.820068,1690.819946,10054.7998,583.61,34309.76,7240.39,1218.88,10192.64,3799.43,704.09,6272.66,2107.58,935.66,1734.87,639.97,43699.53,1016.2,9234.05,5374.96,5818.95,13545.25,4749.98,10013.4,2076.29,7367.55,11385.9,4352.21,1592.33,1298.98,5750.88,7150.47
3/9/2015,47365.87,43283.47,10990.43,444.55,649.05,3454.98,7090.24,21584.76,4653.79,10317.84,22177.37,7994.99,10042.4,1174.02,434.21,1500.21,880.86,487.21,638.96,5165.68,1011.39,263.09,8775.64,453.79,6194.1,978.56,740.04,5048.69,20934.94,4433.11,1602.75,1915.53,18182.39,5569.68,7098.76,1383.48,3160.17,25764.78,2906.43,8095.95,2303.669922,1710.569946,10054.7998,575.58,34397.33,7245.5,1238.95,10176.45,3843.17,704.94,6388.92,2155.07,956.9,1739.8,638.78,44838.96,1040,9301.86,5378.81,5822.91,13596.41,4733.5,10049.3,2077.06,7383.86,11347.15,4378.14,1606.26,1299.44,5749.38,7295.96
4/9/2015,46497.72,42742.86,10928.62,432.94,646.62,3398.66,7071.79,21335.79,4523.08,10038.04,21472.68,7833.48,9821.8,1178.68,435.74,1461.46,877.92,485.91,623,5057.37,999.72,261.34,8652.35,456.39,6042.92,980.86,729.5,5060.77,20840.61,4415.34,1589.16,1886.04,17792.16,5546.88,7051.78,1370.75,3160.17,25201.9,2863.81,8000.6,2251.709961,1698.160034,10054.7998,578.78,33891.08,7215.11,1235.97,10089.1,3774.27,702.04,6314.57,2146.47,936.74,1738.66,637.76,43547.16,1005.5,9307.51,5368.71,5821.49,13478.31,4683.92,9871.9,2082.48,7428.78,11277.66,4408.98,1608.49,1296.81,5746.3,7273.92
7/9/2015,46497.72,42756.26,10928.46,435.5,655.33,3411.58,7062.25,21335.27,4549.64,10108.61,21622.34,7850.28,9805.4,1183.92,436.72,1471.75,880.24,486.96,621.03,5030,991.62,261.36,8705.53,454.37,6074.52,988.93,718.66,5051.01,20583.52,4301.37,1582.85,1883.22,17860.47,5572.73,6926.82,1371.4,3080.42,24893.81,2852.41,7986.56,2256.219971,1701.180054,9991.759766,574.09,32944.48,7149.7,1241.61,10114.14,3774.92,703.09,6355.44,2132.36,936.44,1733.71,638.75,43389.01,997.4,9285.57,5356.79,5821.49,13478.31,4683.92,9871.9,2086.31,7483.5,11319.98,4386.92,1602.53,1293.7,5772.26,7166.62
8/9/2015,46762.07,43083.94,11177.36,439.48,667.47,3451.23,7103.94,20952.53,4598.26,10271.36,21941.31,7982.52,9866.2,1204.12,435.57,1488.88,881.79,484.29,631.14,5070.95,1000.66,259.47,8760.95,454.43,6146.1,986.22,720.52,5133.45,21259.04,4318.59,1587.12,1878.68,17427.08,5610.31,6891.3,1379.32,3170.45,25317.87,2885.32,8001.5,2282.870117,1714.180054,10320.23047,583.35,33474.17,7124.46,1244.63,10166.4,3755.12,703.09,6406.56,2135.15,949.52,1737.9,635.54,44107.18,1013.8,9296.55,5386.41,5825.63,13630.67,4811.93,10109.7,2080.35,7578.37,11430.47,4414.49,1608.04,1292.67,5782.62,6924.05
9/9/2015,46657.1,42754.68,11158.65,444.26,669.26,3495.01,7191.1,21106.96,4664.59,10303.12,22126.57,8129.47,10037.8,1220.61,443.58,1507.15,880.83,486.74,638.15,5088.86,1008.59,259.14,8871.92,451.47,6229.01,989.86,720.03,5236.89,22131.31,4347.28,1603.36,1934.2,18770.51,5671.42,6942.47,1396.29,3243.09,25719.58,2928.18,8286.92,2298.27002,1722.430054,10620.12988,587.69,33830.36,7183.25,1233.84,10137.63,3734.46,702.78,6530.06,2142.53,962.31,1737.62,638.27,44249.39,1027.8,9306.06,5379.39,5813.66,13531.85,4756.53,9988.9,2078.58,7748.92,11659.42,4501.55,1598.16,1291.1,5803.39,7050.02
10/9/2015,46503.99,42888.51,11069.48,436.21,675.1,3465.58,7160.25,21306.51,4596.53,10210.44,21901.45,8056.21,9859,1219.79,498.12,1494.35,879.17,487.31,625.67,5057,1002.71,258.65,8778.76,450.72,6155.81,992.1,718.47,5117.03,21562.5,4343.26,1614.02,1962.11,18299.62,5670.99,6893.54,1396.16,3197.89,25622.17,2888.03,8253.6,2281.310059,1718.900024,10424.65039,588.54,33792.37,7159.94,1255.39,10263.7,3763.59,712.72,6494.76,2184.96,957.9,1740.24,637.82,44025.81,1020.2,9326.39,5356.79,5821.57,13569.89,4796.25,10019.4,2064.98,7718.4,11853.01,4537.56,1593.67,1290.9,5800.99,7039.33
11/9/2015,46400.5,42780.73,10887.94,430.23,673.84,3434.17,7136.69,21083.05,4548.72,10123.56,21762.63,8002.04,9737.9,1214.18,496.74,1488.41,882.67,487.41,618.79,5021.95,1001.18,265.82,8772.44,451.87,6117.76,988.61,713.51,5096.31,21504.37,4360.47,1603.6,1941.37,18264.22,5648.22,6911.38,1381.72,3200.23,25610.21,2888.03,8305.82,2266.040039,1718.060059,10463.69043,583.27,33672.72,7153.49,1249.58,10312.36,3748.68,713.02,6447.56,2185.46,952.16,1745.42,635.31,43450.42,1011.1,9301.77,5334.98,5821.57,13461.47,4822.34,10040.2,2064.51,7668.22,11657.27,4552.22,1593.67,1290.49,5795.71,7082
14/9/2015,47281.52,42827.35,10701.36,427.88,673,3413.06,7158.82,21219.23,4518.15,10131.74,21553.8,7922.98,9696.4,1205.32,527.19,1467.73,883.58,485.91,614.48,4992.22,1000.9,266.27,8686.17,452.46,6084.59,984.18,712.99,5120.47,21561.9,4390.37,1639.63,1931.46,17965.7,5665.87,7069.18,1377.15,3114.8,25856.7,2871.47,8293.07,2261.370117,1729.75,9778.230469,576,33384.73,7162.44,1250.32,10266.07,3754.5,712.31,6405.94,2183.05,941.87,1736.77,630.99,43813.06,1022.6,9333.84,5336.88,5801.49,13353.34,4805.76,9988.6,2052.8,7549.86,11534.32,4485.99,1593.67,1292.29,5794.69,7158.1
15/9/2015,47364.07,43269.62,10660.73,432.15,682.17,3423.34,7107.93,21126.96,4569.37,10188.13,21903.63,7934.58,9782.5,1214.89,517.66,1469.08,880.37,486.07,618.29,5012.41,1001.3,266.27,8790.44,449.87,6137.6,967.98,731.73,5046.65,21455.23,4347.16,1647.15,1937.56,18026.48,5652.39,7089.01,1370.65,3005.17,25705.93,2841.94,8259.99,2272.350098,1716.26001,9290.80957,571.53,33191.46,7152.43,1253.6,10224.84,3774.99,712.9,6470.37,2185.88,943.9,1726.16,621.37,43985.37,1021.2,9266.24,5349.89,5813.56,13462.71,4860.52,10105.9,2043.67,7547.78,11503.66,4504.61,1593.67,1275.3,5772.8,7175.59
16/9/2015,48553.1,43269.62,10701.96,438.5,692.44,3479.95,7128.99,21107.42,4645.84,10227.21,22059.21,8008.08,9976.8,1205.86,521.79,1483.66,884.6,487.59,628.18,5100.61,1002.3,264.47,8871.17,447.04,6229.21,962.86,741.49,5123.61,21966.66,4332.51,1647.15,1975.45,18171.6,5667.97,7093.92,1381.8,3152.26,25963.97,2868.74,8444.09,2292.800049,1731.810059,9890.429688,576.78,33345.56,7137.4,1265.28,10316.28,3807.1,711.72,6492.26,2181.8,947.15,1719.31,615.16,45588.01,1031.6,9299.9,5339.22,5813.56,13763.78,4889.24,10236.7,2049.07,7525.32,11558.13,4534.7,1595.26,1274.5,5777.53,7266.42
17/9/2015,48551.08,43790.93,10800.27,437.63,692.3,3466.96,7138.29,21040.86,4655.14,10229.58,22099.53,8007.7,10106.6,1203.68,521.75,1486.46,887.42,486.76,632.51,5111.27,1009.49,264.71,8849.43,445.41,6186.99,960.71,749.81,5171.15,21854.63,4378.39,1681.54,1976.49,18432.27,5694.23,7123.99,1389.7,3086.06,25963.97,2895.81,8416.6,2290.429932,1729.199951,9739.889648,576.68,33152.06,7113.51,1264.14,10306.67,3796.69,712.77,6518.63,2199.46,949.89,1717.24,614.81,46137.53,1042.5,9200.22,5330.65,5803.21,13787.16,4893.95,10215.5,2063.64,7470.19,11418.68,4479.05,1594.83,1283.65,5744.76,7267.52
18/9/2015,47264.08,43565.05,10555.28,427.32,697.57,3418.37,7102.28,21119.26,4535.85,9916.16,21514.9,7873.41,9847.2,1201.78,562.98,1453.11,887.17,487.44,624.26,5075.14,983.45,266.56,8739.22,444.44,6104.11,950.06,750.99,5194.32,21920.83,4380.32,1669.45,1995.95,18070.21,5712.05,7131.91,1390.32,3097.92,26218.91,2879.59,8462.14,2240.830078,1710.839966,9850.769531,582.73,32760.95,7107.87,1248.58,10277.18,3796.69,713.67,6467.17,2168.19,940.87,1714.83,617.26,45616.07,1029.9,9063.19,5330.22,5803.21,13646.9,4827.23,10031.6,2053.98,7365.98,11354.52,4505.32,1570.92,1276.53,5741.91,7234.46
21/9/2015,46590.2,43618.14,10276.8,432.8,693.54,3446.42,7180.72,21238.83,4585.5,9948.51,21755.42,7949.73,9856.8,1206.78,567.78,1462.66,883.31,486.47,626.63,5134.58,983.6,267.86,8782.27,444.44,6108.71,945,758.61,5096.39,21756.93,4376.08,1639.47,1964.68,18070.21,5683.52,7092.41,1392.73,3156.54,26192.98,2882.27,8335.92,2244.929932,1699.719971,10176.73047,590.46,32826.24,7104.37,1233.98,10279.45,3793.69,714.31,6503.93,2178.27,959.91,1692.67,623.6,45379.92,1014.4,9087.24,5324.15,5803.21,13779.44,4828.95,10066.1,2063.88,7442.71,11465.35,4503.32,1579.34,1276.32,5753.16,7285.25
22/9/2015,46264.61,43232.06,9654.08,419.98,677.47,3346.05,7121.27,20717.92,4428.51,9570.66,21031.8,7708.23,9550.2,1213.41,571.25,1425.39,876.92,485.66,619.11,5011.14,967.78,267.84,8475.47,444.44,5935.84,907.95,749.94,5130.76,21796.58,4344.04,1635.37,1982.06,18070.21,5696.79,7051.23,1379.32,3185.62,25651.84,2868.47,8267,2200.090088,1664.25,10238.69043,592.78,32882.02,7118.38,1215.45,10102.38,3752.66,712.14,6359.28,2137.88,934.81,1689.32,625.24,44523.72,993.5,9116.65,5298.44,5799.02,13491.09,4756.72,9912.6,2071.65,7442.71,11433.75,4514.28,1579.34,1278.49,5765.42,7346.54
23/9/2015,45340.11,43042.36,9521.27,419.12,668.54,3354.85,7151.93,20687.22,4432.83,9612.62,21068.88,7730.31,9474.6,1204.15,576.19,1421.5,877.12,485.26,615.27,5030.45,960.65,269.67,8447.68,441.97,6032.24,914.35,746.1,5032.54,21302.91,4244.43,1613.17,1944.64,18070.21,5654.34,6926.91,1375.17,3115.89,25822.99,2845.74,8193.42,2205.070068,1640.699951,10132.2998,591.23,32822.84,7114.83,1208.77,10046.98,3722.27,707.04,6380.69,2106.8,939.52,1689.76,626.22,45062.05,1004.1,9219.13,5302.71,5802.98,13383.69,4752.74,9867.9,2071.65,7442.71,11433.75,4514.28,1579.34,1277.64,5765.42,7346.54
24/9/2015,45291.96,42596.56,9288.41,409.86,667.82,3298.02,7126.98,20610.76,4347.24,9427.64,20581.83,7536.48,9291.4,1214.07,575.04,1381.87,868.3,483.85,606.63,4958.21,951.22,271.48,8278.07,445.28,5961.49,884.12,746.1,5102.35,21095.98,4244.43,1613.17,1947.1,17571.83,5676.81,6917.55,1372.35,3142.69,25863.5,2845.74,8141.08,2172.48999,1621.430054,10238.04004,589.42,32822.84,7114.83,1219.38,9982.91,3727.39,707.04,6197.81,2082.95,916.99,1693.27,627.8,45062.05,1004.1,9219.13,5302.71,5799.02,13338.67,4734.48,9837.8,2071.65,7442.71,11433.75,4514.28,1524.08,1277.64,5765.42,7346.54
25/9/2015,44831.46,42435.23,9799.31,422.8,675.17,3378.52,7190.37,20831.02,4480.66,9688.53,21339.11,7707.54,9519.5,1218.2,574.7,1418.47,870.9,463.32,620.79,5059.51,962.35,269.33,8505.94,442.67,6109.01,883.77,746.1,5076.67,21186.32,4209.44,1615.01,1942.85,17880.51,5687.35,6917.55,1376.83,3092.35,25863.5,2832.64,8132.35,2206.669922,1639.640015,9904.759766,588.11,32822.84,7110.8,1215.27,9989.42,3716.38,710.4,6304.28,2091.73,941.49,1689.23,629.42,44963.24,987.2,9219.13,5302.71,5799.02,13378.57,4686.5,9857.2,2071.65,7442.71,11433.75,4494.87,1524.08,1277.64,5775.03,7346.54
28/9/2015,43956.63,41893.51,9411.37,412.32,654.7,3317.89,7064.82,20666.72,4357.05,9483.55,20759.49,7534.35,9394.2,1223.44,576.33,1389.38,873.6,481.61,610.69,4966.2,962.35,270.77,8381.22,444.76,5958.86,858.49,733.15,5145.11,21186.32,4120.5,1608.43,1942.85,17645.11,5699.13,6815.59,1352.13,3100.76,25616.84,2791.92,8132.35,2168.459961,1616.359985,10115.5498,582.42,32690.02,7078.64,1203.12,9838.02,3652.83,711.49,6222.96,2059.41,929.28,1687.61,629.74,44242.32,951.1,9155.76,5305.13,5800.24,13004.58,4543.97,9601.4,2071.71,7442.71,11433.75,4516.34,1524.08,1277.64,5767.77,7409.06
29/9/2015,44131.82,42121.51,9659.57,412.11,650.33,3296.76,7056.34,20932.82,4343.73,9450.4,20726.75,7563.22,9393.9,1219.44,570.32,1391.88,869.96,478.14,611.63,4896.39,959.37,268.87,8323.48,442.7,5909.24,852.22,742.58,4958.12,20556.6,4178.41,1603.32,1942.85,16930.84,5612.42,6859.29,1348.84,3038.14,25778.66,2787.94,8090.97,2187.679932,1630.51001,9949.919922,578.98,32214.58,7085.38,1202.27,9894.19,3657.39,694.42,6055.96,2043,911.65,1672.32,628.7,44159.46,948,9133.67,5291.93,5800.24,13036.96,4517.32,9622.1,2063.49,7337.21,11275.12,4475.98,1490.08,1275.01,5760.85,7331.53
30/9/2015,45059.34,42632.54,9814.62,421.14,654.2,3344.5,6981.62,20893.96,4455.29,9660.44,21294.98,7682.49,9559.9,1214.57,571.394,1416.89,863.21,479.82,622.72,5047.29,971.1,268.87,8513.41,442.34,6061.61,872.35,742.05,5058.6,20846.3,4223.91,1621.04,1962.81,17388.15,5593.36,6893.98,1349,3052.78,26154.83,2790.89,8182.62,2229.48999,1642.969971,9988.25,580.32,32287.41,7050.87,1218.82,10030.57,3685.18,704.07,6167.41,2066.37,922.31,1685.63,628.32,44881.18,960.7,9114.29,5274.51,5800.24,13306.96,4620.16,9799.7,2045.23,7404.14,11465.22,4502.79,1490.98,1275.89,5787.69,7332.88
1/10/2015,45313.27,42695.74,9600.97,418.83,642.71,3327.19,7059.13,20956.85,4426.54,9509.25,21142.86,7667.15,9567.3,1216.85,573.31,1404.45,866.68,481.71,628.15,5109.25,968.35,277.68,8510.56,443.66,6072.47,871.67,745.31,5144.13,20846.3,4254.88,1633.93,1979.32,17722.42,5585.43,6890.94,1345.15,3052.78,26220.95,2801.85,8290.71,2228.100098,1626.969971,9988.25,582.33,32750.31,7080.48,1210.19,10114.65,3684.7,703.85,6133.23,2049.93,927.33,1690.16,627.48,45252.77,975,9096.82,5253.75,5800.58,13241.89,4627.08,9821,2050.58,7341.94,11453.13,4519.96,1488.54,1276.31,5791.06,7310.71
2/10/2015,47033.46,42735.15,10189.5,422.58,640.99,3342.93,7042.1,20793.58,4458.88,9553.07,21395.29,7729.11,9603.6,1225.93,571.91,1412.86,869.2,483.48,624.16,5216.81,964.24,277.07,8515.52,443.77,6129.98,880.28,743.97,5089.24,21506.09,4207.8,1628.8,1969.68,17725.13,5593.51,6850.61,1346.35,3052.78,26220.95,2793.15,8305.03,2236.149902,1612.560059,9988.25,580.74,32969.73,7105.54,1218.08,10072.65,3691.69,702.59,6091.26,2036.32,923.52,1699.96,627.74,45668.35,979.6,9117.5,5240.05,5800.75,13339.74,4707.77,9973.6,2046.33,7370.67,11514.12,4517.52,1488.54,1271.42,5802.51,7263.29
5/10/2015,47598.07,43566.32,10524.5,436.9,667.09,3438.17,7056.33,21040.05,4616.9,9814.79,21980.08,7958.3,9971.3,1229.53,573.24,1456.97,873.28,481.69,645.18,5397.91,972.92,281.26,8740.83,443.67,6298.92,881.83,769.03,5184.13,21854.5,4343.7,1647.59,1978.25,18005.49,5630.54,6961.93,1363.17,3052.78,26785.55,2851.25,8440.18,2294.22998,1652.469971,9988.25,588.73,32784.94,7089.06,1237.75,10407.1,3745.81,702.59,6266.21,2088.27,942.59,1708.72,626.23,46693.26,1008,9100.04,5219.76,5800.75,13552.2,4781.26,10167.9,2062.05,7461.52,11569.12,4564.54,1488.54,1276.01,5841.24,7239.27
6/10/2015,47735.11,43561.42,10694.84,440.72,670.69,3447.09,6988.12,21152.44,4660.64,9902.83,22182.65,8055.68,10103.3,1226.87,569.32,1457.15,870.61,485.4,658.58,5461.71,970.83,277.47,8761.68,439.48,6326.16,849.91,772.59,5199.02,21831.62,4445.78,1662.51,1990.65,18186.1,5668.11,7055.49,1370.69,3052.78,26932.88,2897.41,8418.5,2324.570068,1670.689941,9988.25,599.92,33202.87,7085.93,1254.98,10499.67,3776.31,705.95,6287.64,2102.87,945.52,1694.87,626.72,46624.38,1010.9,9048.4,5213.71,5800.23,13647.26,4748.36,10156.4,2068.22,7462.49,11686.09,4554.68,1513.47,1272.68,5831.61,7239.27
7/10/2015,48914.32,43832.03,10919.38,440.59,680.1,3440.02,6999.93,21371.11,4667.34,9970.4,22007.34,8060.91,10170,1230.78,570.52,1452.01,864.23,482.5,670.84,5496.77,977.43,274.01,8639.03,441.89,6336.35,835.43,786.98,5228.43,22515.76,4487.13,1689.25,2005.84,18322.98,5650.03,7108.8,1393.66,3052.78,27035.85,2961.81,8525.67,2350.100098,1679.48999,9988.25,598.42,33376.2,7085.45,1274.33,10574.8,3797.02,705.95,6180.8,2110.39,941.56,1697.25,628.61,47162.94,1038.1,8993.97,5204.12,5796.72,13868.35,4791.15,10258.5,2068.36,7602.68,11788.71,4588.76,1534.86,1268.53,5860.47,7354.56
8/10/2015,49106.56,44076.94,11278.27,442.08,678.05,3436.18,7046.93,21610.82,4675.91,9993.07,22156.74,8052.28,10181.2,1233.78,566.25,1464.49,864.72,482.28,661,5495.22,970.61,274.94,8674.17,445,6374.82,837.37,786.61,5241.43,22354.91,4491.43,1692.2,2019.53,18141.17,5625.78,7106.79,1392.15,3143.36,26845.81,2947.03,8445.96,2347.879883,1689.319946,10394.73047,604.91,33469.15,7085.65,1280.55,10574.8,3805.45,704.42,6174.79,2126.48,935.65,1697.25,629.81,47293.81,1031,8965.86,5206.67,5796.72,13978.66,4810.79,10361,2073.31,7685.27,11754.74,4546.46,1519.72,1254.72,5867.41,7491.67
9/10/2015,49338.41,44375.62,11166.37,441.65,676.93,3442.77,7119.83,21941.42,4701.39,10096.6,22257.89,8088.16,10309.6,1238.34,564.62,1483.74,865.92,482.62,666.12,5518.53,981.18,275.54,8680.21,444.83,6416.16,843.48,792.15,5309.22,22458.8,4589.34,1706.54,2019.53,18438.67,5638.79,7138.91,1411.33,3183.15,27079.51,2998.5,8445.96,2361.800049,1728.439941,10540.19043,605.6,33843.18,7096.06,1280.18,10574.8,3832.55,705.5,6136.49,2143.28,938.38,1693.07,631.15,47809.88,1051.3,9020.26,5208.72,5796.72,13964.36,4830.47,10361.3,2080.41,7827.08,11855.87,4565.49,1517.26,1254.72,5932.2,7547.66
12/10/2015,49338.41,44314.25,11166.37,440.05,680.75,3420.95,7136.19,22029,4688.7,10119.83,22091.27,8083.92,10246.4,1248.13,567.06,1481.43,861.37,481.96,659.14,5350.31,989.25,275.54,8706.11,442.86,6371.18,848.16,793,5267.37,22730.93,4630.71,1709.86,2021.63,18438.67,5689.83,7150.29,1412.49,3287.66,26904.11,3032.11,8550.28,2357.909912,1710.599976,10961.36035,609.55,34183.85,7100,1280.18,10613.2,3832.55,704.01,6133.04,2133.56,940.26,1706.68,632.34,47241.76,1035.1,9053.02,5205.64,5793.61,13964.36,4838.64,10356.5,2055.46,7816.71,11868.9,4561.31,1514.35,1252.13,5963.11,7650.65
13/10/2015,47362.64,44318.19,10762.46,438.25,678.3,3396.55,7097.27,21905.14,4643.38,10032.82,22048.49,8012.2,10115.3,1252.1,561.95,1460.11,863.5,480.19,654.89,5276.33,975.78,275.54,8654.64,438.26,6342.28,844.23,783.59,5234.58,22600.46,4483.08,1711.14,2019.05,18234.74,5702.82,7013.44,1406.69,3293.23,26846.53,2984.88,8523.13,2314.649902,1720.810059,11042.12988,607.03,34031.78,7078.45,1274.28,10650.28,3820.34,704.01,6151.14,2123.43,931.2,1689.98,631.21,47643.86,1027.1,8989,5238.96,5793.61,13844.73,4796.61,10262.9,2062.61,7776.74,11837.71,4564.35,1497.2,1249.34,5928.98,7669.12
